"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YER053C-A" "OTHER" "1" "" "S. cerevisiae" "" "114" "YER053C-A" "S000007523" "ORF"
"COS10" "OTHER" "1" "COS10" "S. cerevisiae" "COnserved Sequence" "1125" "YNR075W" "S000005358" "ORF"
"LCB4" "OTHER" "1" "LCB4" "S. cerevisiae" "Long-Chain Base" "1875" "YOR171C" "S000005697" "ORF"
"YNR021W" "OTHER" "1" "" "S. cerevisiae" "" "1215" "YNR021W" "S000005304" "ORF"
"LCB1" "OTHER" "1" "LCB1" "S. cerevisiae" "Long-Chain Base" "1677" "YMR296C" "S000004911" "ORF"
"SWA2" "OTHER" "1" "SWA2" "S. cerevisiae" "Synthetic lethal With Arf1" "2007" "YDR320C" "S000002728" "ORF"
"UBX7" "OTHER" "1" "UBX7" "S. cerevisiae" "UBiquitin regulatory X" "1311" "YBR273C" "S000000477" "ORF"
"TED1" "OTHER" "1" "TED1" "S. cerevisiae" "Trafficking of Emp24p/Erv25p-dependent cargo Disrupted" "1422" "YIL039W" "S000001301" "ORF"
"PSD2" "OTHER" "1" "PSD2" "S. cerevisiae" "PhosphatidylSerine Decarboxylase" "3417" "YGR170W" "S000003402" "ORF"
"ATX2" "OTHER" "1" "ATX2" "S. cerevisiae" "AnTioXidant" "942" "YOR079C" "S000005605" "ORF"
"CNE1" "OTHER" "1" "CNE1" "S. cerevisiae" "CalNExin and calreticulin homolog" "1509" "YAL058W" "S000000054" "ORF"
"EMC4" "OTHER" "1" "EMC4" "S. cerevisiae" "ER Membrane protein Complex" "573" "YGL231C" "S000003200" "ORF"
"ATX2" "OTHER" "1" "ATX2" "S. cerevisiae" "AnTioXidant" "942" "YOR079C" "S000005605" "ORF"
"PSD2" "OTHER" "1" "PSD2" "S. cerevisiae" "PhosphatidylSerine Decarboxylase" "3417" "YGR170W" "S000003402" "ORF"
"SEC62" "OTHER" "1" "SEC62" "S. cerevisiae" "SECretory" "825" "YPL094C" "S000006015" "ORF"
"GTB1" "OTHER" "1" "GTB1" "S. cerevisiae" "Glucosidase Two Beta-subunit" "2109" "YDR221W" "S000002629" "ORF"
"EMC4" "OTHER" "1" "EMC4" "S. cerevisiae" "ER Membrane protein Complex" "573" "YGL231C" "S000003200" "ORF"
"DGK1" "OTHER" "1" "DGK1" "S. cerevisiae" "DiacylGlycerol Kinase" "873" "YOR311C" "S000005838" "ORF"
"PHO90" "OTHER" "1" "PHO90" "S. cerevisiae" "PHOsphate metabolism" "2646" "YJL198W" "S000003734" "ORF"
"TEM1" "OTHER" "1" "TEM1" "S. cerevisiae" "TErmination of M phase" "738" "YML064C" "S000004529" "ORF"
"EMP46" "OTHER" "1" "EMP46" "S. cerevisiae" "" "1335" "YLR080W" "S000004070" "ORF"
"ZRT2" "OTHER" "1" "ZRT2" "S. cerevisiae" "Zinc-Regulated Transporter" "1269" "YLR130C" "S000004120" "ORF"
"PEP1" "OTHER" "1" "PEP1" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "4740" "YBL017C" "S000000113" "ORF"
"YPR071W" "OTHER" "1" "" "S. cerevisiae" "" "636" "YPR071W" "S000006275" "ORF"
"ATG27" "OTHER" "1" "ATG27" "S. cerevisiae" "AuTophaGy related" "816" "YJL178C" "S000003714" "ORF"
"PHO88" "OTHER" "1" "SND3" "S. cerevisiae" "SRP-iNDependent targeting" "567" "YBR106W" "S000000310" "ORF"
"PGA2" "OTHER" "1" "PGA2" "S. cerevisiae" "Processing of Gas1p and ALP" "390" "YNL149C" "S000005093" "ORF"
"FMP45" "OTHER" "1" "FMP45" "S. cerevisiae" "Found in Mitochondrial Proteome" "930" "YDL222C" "S000002381" "ORF"
"YNR021W" "OTHER" "1" "" "S. cerevisiae" "" "1215" "YNR021W" "S000005304" "ORF"
"EMC5" "OTHER" "1" "EMC5" "S. cerevisiae" "ER Membrane protein Complex" "426" "YIL027C" "S000001289" "ORF"
"RBD2" "OTHER" "1" "RBD2" "S. cerevisiae" "" "789" "YPL246C" "S000006167" "ORF"
"ERP2" "OTHER" "1" "ERP2" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "648" "YAL007C" "S000000005" "ORF"
"YPR148C" "OTHER" "1" "" "S. cerevisiae" "" "1308" "YPR148C" "S000006352" "ORF"
"PCT1" "OTHER" "1" "PCT1" "S. cerevisiae" "Phosphocholine CytidylylTransferase" "1275" "YGR202C" "S000003434" "ORF"
"RSB1" "OTHER" "1" "RSB1" "S. cerevisiae" "Resistance to Sphingoid long-chain Base" "1065" "YOR049C" "S000005575" "ORF"
"INP2" "OTHER" "1" "INP2" "S. cerevisiae" "INheritance of Peroxisomes" "2118" "YMR163C" "S000004773" "ORF"
"AGE2" "OTHER" "1" "AGE2" "S. cerevisiae" "ArfGAP Effector" "897" "YIL044C" "S000001306" "ORF"
"DGK1" "OTHER" "1" "DGK1" "S. cerevisiae" "DiacylGlycerol Kinase" "873" "YOR311C" "S000005838" "ORF"
"YET1" "OTHER" "1" "YET1" "S. cerevisiae" "Yeast Endoplasmic reticulum Transmembrane protein" "621" "YKL065C" "S000001548" "ORF"
"NVJ2" "OTHER" "1" "NVJ2" "S. cerevisiae" "Nucleus-Vacuole Junction" "2313" "YPR091C" "S000006295" "ORF"
"YER053C-A" "OTHER" "1" "" "S. cerevisiae" "" "114" "YER053C-A" "S000007523" "ORF"
"COY1" "OTHER" "1" "COY1" "S. cerevisiae" "CASP Of Yeast" "2040" "YKL179C" "S000001662" "ORF"
"PPN1" "OTHER" "1" "PPN1" "S. cerevisiae" "" "2025" "YDR452W" "S000002860" "ORF"
"PMT2" "OTHER" "1" "PMT2" "S. cerevisiae" "Protein O-MannosylTransferase" "2280" "YAL023C" "S000000021" "ORF"
"ARV1" "OTHER" "1" "ARV1" "S. cerevisiae" "ARE2 Required for Viability" "966" "YLR242C" "S000004232" "ORF"
"MNN1" "OTHER" "1" "MNN1" "S. cerevisiae" "MaNNosyltransferase" "2289" "YER001W" "S000000803" "ORF"
"ARV1" "OTHER" "1" "ARV1" "S. cerevisiae" "ARE2 Required for Viability" "966" "YLR242C" "S000004232" "ORF"
"COY1" "OTHER" "1" "COY1" "S. cerevisiae" "CASP Of Yeast" "2040" "YKL179C" "S000001662" "ORF"
"LST8" "OTHER" "1" "LST8" "S. cerevisiae" "Lethal with Sec Thirteen" "912" "YNL006W" "S000004951" "ORF"
"PAN1" "OTHER" "1" "PAN1" "S. cerevisiae" "Poly(A)-binding protein-dependent poly(A) riboNuclease" "4443" "YIR006C" "S000001445" "ORF"
"IRC23" "OTHER" "1" "IRC23" "S. cerevisiae" "Increased Recombination Centers" "474" "YOR044W" "S000005570" "ORF"
"SWA2" "OTHER" "1" "SWA2" "S. cerevisiae" "Synthetic lethal With Arf1" "2007" "YDR320C" "S000002728" "ORF"
"VTC4" "OTHER" "1" "VTC4" "S. cerevisiae" "Vacuolar Transporter Chaperone" "2166" "YJL012C" "S000003549" "ORF"
"TED1" "OTHER" "1" "TED1" "S. cerevisiae" "Trafficking of Emp24p/Erv25p-dependent cargo Disrupted" "1422" "YIL039W" "S000001301" "ORF"
"PER1" "OTHER" "1" "PER1" "S. cerevisiae" "protein Processing in the ER" "1074" "YCR044C" "S000000640" "ORF"
"HIP1" "OTHER" "1" "HIP1" "S. cerevisiae" "HIstidine Permease" "1812" "YGR191W" "S000003423" "ORF"
"YPK9" "OTHER" "1" "YPK9" "S. cerevisiae" "Yeast PARK9" "4419" "YOR291W" "S000005817" "ORF"
"CYB5" "OTHER" "1" "CYB5" "S. cerevisiae" "CYtochrome B" "363" "YNL111C" "S000005055" "ORF"
"RPN2" "OTHER" "1" "RPN2" "S. cerevisiae" "Regulatory Particle Non-ATPase" "2838" "YIL075C" "S000001337" "ORF"
"AGE2" "OTHER" "1" "AGE2" "S. cerevisiae" "ArfGAP Effector" "897" "YIL044C" "S000001306" "ORF"
"CTR2" "OTHER" "1" "CTR2" "S. cerevisiae" "Copper TRansport" "570" "YHR175W" "S000001218" "ORF"
"YOS9" "OTHER" "1" "YOS9" "S. cerevisiae" "Yeast OS-9 homolog" "1629" "YDR057W" "S000002464" "ORF"
"YCT1" "OTHER" "1" "YCT1" "S. cerevisiae" "Yeast Cysteine Transporter" "1596" "YLL055W" "S000003978" "ORF"
"ERF2" "OTHER" "1" "ERF2" "S. cerevisiae" "Effect on Ras Function" "1080" "YLR246W" "S000004236" "ORF"
"TGL3" "OTHER" "1" "TGL3" "S. cerevisiae" "TriacylGlycerol Lipase" "1929" "YMR313C" "S000004930" "ORF"
"KEX1" "OTHER" "1" "KEX1" "S. cerevisiae" "Killer EXpression defective" "2190" "YGL203C" "S000003171" "ORF"
"NCW2" "OTHER" "1" "NCW2" "S. cerevisiae" "Novel Cell Wall protein" "765" "YLR194C" "S000004184" "ORF"
"TOS6" "OTHER" "1" "TOS6" "S. cerevisiae" "" "309" "YNL300W" "S000005244" "ORF"
"KEX2" "OTHER" "1" "KEX2" "S. cerevisiae" "Killer EXpression defective" "2445" "YNL238W" "S000005182" "ORF"
"YND1" "OTHER" "1" "YND1" "S. cerevisiae" "Yeast Nucleoside Diphosphatase" "1893" "YER005W" "S000000807" "ORF"
"AQY2" "OTHER" "1" "AQY2" "S. cerevisiae" "AQuaporin from Yeast" "450" "YLL052C" "S000003975" "ORF"
"DYN3" "OTHER" "1" "DYN3" "S. cerevisiae" "DYNein" "939" "YMR299C" "S000004914" "ORF"
"DIE2" "OTHER" "1" "DIE2" "S. cerevisiae" "Derepression of ITR1 Expression" "1578" "YGR227W" "S000003459" "ORF"
"BST1" "OTHER" "1" "BST1" "S. cerevisiae" "Bypass of Sec Thirteen" "3090" "YFL025C" "S000001869" "ORF"
"LAS21" "OTHER" "1" "LAS21" "S. cerevisiae" "Local Anestheticum Sensitive" "2493" "YJL062W" "S000003598" "ORF"
"ERV29" "OTHER" "1" "ERV29" "S. cerevisiae" "ER Vesicle" "933" "YGR284C" "S000003516" "ORF"
"VPS4" "OTHER" "1" "VPS4" "S. cerevisiae" "Vacuolar Protein Sorting" "1314" "YPR173C" "S000006377" "ORF"
"APS3" "OTHER" "1" "APS3" "S. cerevisiae" "clathrin Associated Protein complex Small subunit" "662" "YJL024C" "S000003561" "ORF"
"BET3" "OTHER" "1" "BET3" "S. cerevisiae" "Blocked Early in Transport" "582" "YKR068C" "S000001776" "ORF"
"MNN1" "OTHER" "1" "MNN1" "S. cerevisiae" "MaNNosyltransferase" "2289" "YER001W" "S000000803" "ORF"
"YOP1" "OTHER" "1" "YOP1" "S. cerevisiae" "YIP One Partner" "676" "YPR028W" "S000006232" "ORF"
"MSC1" "OTHER" "1" "MSC1" "S. cerevisiae" "Meiotic Sister-Chromatid recombination" "1542" "YML128C" "S000004597" "ORF"
"PAN1" "OTHER" "1" "PAN1" "S. cerevisiae" "Poly(A)-binding protein-dependent poly(A) riboNuclease" "4443" "YIR006C" "S000001445" "ORF"
"CCC2" "OTHER" "1" "CCC2" "S. cerevisiae" "Cross-Complements Ca(2+) phenotype of csg1" "3015" "YDR270W" "S000002678" "ORF"
"SSM4" "OTHER" "1" "SSM4" "S. cerevisiae" "Suppressor of mrna Stability Mutant" "3960" "YIL030C" "S000001292" "ORF"
"YPT10" "OTHER" "1" "YPT10" "S. cerevisiae" "Yeast Protein Two" "600" "YBR264C" "S000000468" "ORF"
"LHS1" "OTHER" "1" "LHS1" "S. cerevisiae" "Lumenal Hsp Seventy" "2646" "YKL073W" "S000001556" "ORF"
"COS10" "OTHER" "1" "COS10" "S. cerevisiae" "COnserved Sequence" "1125" "YNR075W" "S000005358" "ORF"
"FMP45" "OTHER" "1" "FMP45" "S. cerevisiae" "Found in Mitochondrial Proteome" "930" "YDL222C" "S000002381" "ORF"
"ZPS1" "OTHER" "1" "ZPS1" "S. cerevisiae" "Zinc- and pH-regulated Surface protein" "750" "YOL154W" "S000005514" "ORF"
"ERG24" "OTHER" "1" "ERG24" "S. cerevisiae" "ERGosterol biosynthesis" "1317" "YNL280C" "S000005224" "ORF"
"SEC62" "OTHER" "1" "SEC62" "S. cerevisiae" "SECretory" "825" "YPL094C" "S000006015" "ORF"
"CBR1" "OTHER" "1" "CBR1" "S. cerevisiae" "Cytochrome b Reductase" "855" "YIL043C" "S000001305" "ORF"
"EMP46" "OTHER" "1" "EMP46" "S. cerevisiae" "" "1335" "YLR080W" "S000004070" "ORF"
"SAM3" "OTHER" "1" "SAM3" "S. cerevisiae" "S-AdenosylMethionine metabolism" "1764" "YPL274W" "S000006195" "ORF"
"ERG26" "OTHER" "1" "ERG26" "S. cerevisiae" "ERGosterol biosynthesis" "1050" "YGL001C" "S000002969" "ORF"
"DOP1" "OTHER" "1" "DOP1" "S. cerevisiae" "homolog of A. nidulans DOPey" "5097" "YDR141C" "S000002548" "ORF"
"TVP38" "OTHER" "1" "TVP38" "S. cerevisiae" "Tlg2-Vesicle Protein" "1014" "YKR088C" "S000001796" "ORF"
"YDC1" "OTHER" "1" "YDC1" "S. cerevisiae" "Yeast DihydroCeramidase" "954" "YPL087W" "S000006008" "ORF"
"EMC1" "OTHER" "1" "EMC1" "S. cerevisiae" "ER Membrane protein Complex" "2283" "YCL045C" "S000000550" "ORF"
"ERP1" "OTHER" "1" "ERP1" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "660" "YAR002C-A" "S000002129" "ORF"
"DAP1" "OTHER" "1" "DAP1" "S. cerevisiae" "DAmage resistance Protein" "459" "YPL170W" "S000006091" "ORF"
"SHR5" "OTHER" "1" "SHR5" "S. cerevisiae" "Suppressor of Hyperactive Ras" "714" "YOL110W" "S000005470" "ORF"
"ERJ5" "OTHER" "1" "ERJ5" "S. cerevisiae" "Endoplasmic Reticulum located J-protein" "888" "YFR041C" "S000001937" "ORF"
"API2" "OTHER" "1" "API2" "S. cerevisiae" "APIcal" "330" "YDR525W" "S000002933" "ORF"
"ERG6" "OTHER" "1" "ERG6" "S. cerevisiae" "ERGosterol biosynthesis" "1152" "YML008C" "S000004467" "ORF"
"YET3" "OTHER" "1" "YET3" "S. cerevisiae" "Yeast Endoplasmic reticulum Transmembrane protein" "612" "YDL072C" "S000002230" "ORF"
"ORM1" "OTHER" "1" "ORM1" "S. cerevisiae" "" "669" "YGR038W" "S000003270" "ORF"
"SYS1" "OTHER" "1" "SYS1" "S. cerevisiae" "Suppressor of Ypt Six" "612" "YJL004C" "S000003541" "ORF"
"EMC6" "OTHER" "1" "EMC6" "S. cerevisiae" "ER Membrane protein Complex" "327" "YLL014W" "S000003937" "ORF"
"IRE1" "OTHER" "1" "IRE1" "S. cerevisiae" "Inositol REquiring" "3348" "YHR079C" "S000001121" "ORF"
"TOR1" "OTHER" "1" "TOR1" "S. cerevisiae" "Target Of Rapamycin" "7413" "YJR066W" "S000003827" "ORF"
"ARE1" "OTHER" "1" "ARE1" "S. cerevisiae" "Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme" "1833" "YCR048W" "S000000644" "ORF"
"YMD8" "OTHER" "1" "YMD8" "S. cerevisiae" "" "1329" "YML038C" "S000004502" "ORF"
"ALE1" "OTHER" "1" "ALE1" "S. cerevisiae" "Acyltransferase for Lyso-phosphatidylEthanolamine" "1860" "YOR175C" "S000005701" "ORF"
"CNL1" "OTHER" "1" "CNL1" "S. cerevisiae" "CNo-Like" "369" "YDR357C" "S000002765" "ORF"
"SPL2" "OTHER" "1" "SPL2" "S. cerevisiae" "Suppressor of PLc1 deletion" "447" "YHR136C" "S000001178" "ORF"
"VPS52" "OTHER" "1" "VPS52" "S. cerevisiae" "Vacuolar Protein Sorting" "1926" "YDR484W" "S000002892" "ORF"
"CUE4" "OTHER" "1" "CUE4" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "354" "YML101C" "S000004568" "ORF"
"OST6" "OTHER" "1" "OST6" "S. cerevisiae" "OligoSaccharylTransferase" "999" "YML019W" "S000004481" "ORF"
"MNS1" "OTHER" "1" "MNS1" "S. cerevisiae" "" "1650" "YJR131W" "S000003892" "ORF"
"ARL1" "OTHER" "1" "ARL1" "S. cerevisiae" "ADP-Ribosylation factor-Like" "552" "YBR164C" "S000000368" "ORF"
"ERV46" "OTHER" "1" "ERV46" "S. cerevisiae" "ER Vesicle" "1248" "YAL042W" "S000000040" "ORF"
"SIL1" "OTHER" "1" "SIL1" "S. cerevisiae" "Suppressor of the Ire1/Lhs1 double mutant" "1266" "YOL031C" "S000005391" "ORF"
"TDA2" "OTHER" "1" "TDA2" "S. cerevisiae" "Topoisomerase I Damage Affected" "381" "YER071C" "S000000873" "ORF"
"ERP3" "OTHER" "1" "ERP3" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "678" "YDL018C" "S000002176" "ORF"
"YPR003C" "OTHER" "1" "" "S. cerevisiae" "" "2265" "YPR003C" "S000006207" "ORF"
"VPS4" "OTHER" "1" "VPS4" "S. cerevisiae" "Vacuolar Protein Sorting" "1314" "YPR173C" "S000006377" "ORF"
"ARL1" "OTHER" "1" "ARL1" "S. cerevisiae" "ADP-Ribosylation factor-Like" "552" "YBR164C" "S000000368" "ORF"
"MTC4" "OTHER" "1" "MTC4" "S. cerevisiae" "Maintenance of Telomere Capping" "2085" "YBR255W" "S000000459" "ORF"
"FAA1" "OTHER" "1" "FAA1" "S. cerevisiae" "Fatty Acid Activation" "2103" "YOR317W" "S000005844" "ORF"
"PER33" "OTHER" "1" "PER33" "S. cerevisiae" "Pore and ER protein, 33 kDa" "822" "YLR064W" "S000004054" "ORF"
"PMA1" "OTHER" "1" "PMA1" "S. cerevisiae" "Plasma Membrane ATPase" "2757" "YGL008C" "S000002976" "ORF"
"ESBP6" "OTHER" "1" "ESBP6" "S. cerevisiae" "" "2022" "YNL125C" "S000005069" "ORF"
"AGE1" "OTHER" "1" "AGE1" "S. cerevisiae" "Arf Gap with Effector function(s)" "1449" "YDR524C" "S000002932" "ORF"
"VPS52" "OTHER" "1" "VPS52" "S. cerevisiae" "Vacuolar Protein Sorting" "1926" "YDR484W" "S000002892" "ORF"
"PER1" "OTHER" "1" "PER1" "S. cerevisiae" "protein Processing in the ER" "1074" "YCR044C" "S000000640" "ORF"
"VRG4" "OTHER" "1" "VRG4" "S. cerevisiae" "Vandate Resistance Glycosylation" "1014" "YGL225W" "S000003193" "ORF"
"SIL1" "OTHER" "1" "SIL1" "S. cerevisiae" "Suppressor of the Ire1/Lhs1 double mutant" "1266" "YOL031C" "S000005391" "ORF"
"ERP5" "OTHER" "1" "ERP5" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "639" "YHR110W" "S000001152" "ORF"
"ERG2" "OTHER" "1" "ERG2" "S. cerevisiae" "ERGosterol biosynthesis" "669" "YMR202W" "S000004815" "ORF"
"CNL1" "OTHER" "1" "CNL1" "S. cerevisiae" "CNo-Like" "369" "YDR357C" "S000002765" "ORF"
"CUE4" "OTHER" "1" "CUE4" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "354" "YML101C" "S000004568" "ORF"
"OST4" "OTHER" "1" "OST4" "S. cerevisiae" "OligoSaccharylTransferase" "111" "YDL232W" "S000002391" "ORF"
"ZRG17" "OTHER" "1" "ZRG17" "S. cerevisiae" "Zinc Regulated Gene" "1818" "YNR039C" "S000005322" "ORF"
"OSH2" "OTHER" "1" "OSH2" "S. cerevisiae" "OxySterol binding protein Homolog" "3852" "YDL019C" "S000002177" "ORF"
"EUG1" "OTHER" "1" "EUG1" "S. cerevisiae" "ER protein Unnecessary for Growth" "1554" "YDR518W" "S000002926" "ORF"
"GDA1" "OTHER" "1" "GDA1" "S. cerevisiae" "Guanosine DiphosphatAse" "1557" "YEL042W" "S000000768" "ORF"
"EIS1" "OTHER" "1" "EIS1" "S. cerevisiae" "EISosome" "2532" "YMR031C" "S000004633" "ORF"
"ALG8" "OTHER" "1" "ALG8" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1734" "YOR067C" "S000005593" "ORF"
"EMP47" "OTHER" "1" "EMP47" "S. cerevisiae" "" "1338" "YFL048C" "S000001846" "ORF"
"TDA2" "OTHER" "1" "TDA2" "S. cerevisiae" "Topoisomerase I Damage Affected" "381" "YER071C" "S000000873" "ORF"
"IFA38" "OTHER" "1" "IFA38" "S. cerevisiae" "" "1044" "YBR159W" "S000000363" "ORF"
"ERD2" "OTHER" "1" "ERD2" "S. cerevisiae" "Endoplasmic reticulum Retention Defective" "757" "YBL040C" "S000000136" "ORF"
"OPT1" "OTHER" "1" "OPT1" "S. cerevisiae" "OligoPeptide Transporter" "2400" "YJL212C" "S000003748" "ORF"
"YCR043C" "OTHER" "1" "" "S. cerevisiae" "" "384" "YCR043C" "S000000639" "ORF"
"SEC65" "OTHER" "1" "SEC65" "S. cerevisiae" "SECretory" "822" "YML105C" "S000004573" "ORF"
"SPL2" "OTHER" "1" "SPL2" "S. cerevisiae" "Suppressor of PLc1 deletion" "447" "YHR136C" "S000001178" "ORF"
"SEC72" "OTHER" "1" "SEC72" "S. cerevisiae" "SECretory" "582" "YLR292C" "S000004283" "ORF"
"EIS1" "OTHER" "1" "EIS1" "S. cerevisiae" "EISosome" "2532" "YMR031C" "S000004633" "ORF"
"ALG8" "OTHER" "1" "ALG8" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1734" "YOR067C" "S000005593" "ORF"
"ERG9" "OTHER" "1" "ERG9" "S. cerevisiae" "ERGosterol biosynthesis" "1335" "YHR190W" "S000001233" "ORF"
"PKC1" "OTHER" "1" "PKC1" "S. cerevisiae" "Protein Kinase C" "3456" "YBL105C" "S000000201" "ORF"
"YPR148C" "OTHER" "1" "" "S. cerevisiae" "" "1308" "YPR148C" "S000006352" "ORF"
"PGA2" "OTHER" "1" "PGA2" "S. cerevisiae" "Processing of Gas1p and ALP" "390" "YNL149C" "S000005093" "ORF"
"YIM1" "OTHER" "1" "YIM1" "S. cerevisiae" "" "1098" "YMR152W" "S000004760" "ORF"
"VRG4" "OTHER" "1" "VRG4" "S. cerevisiae" "Vandate Resistance Glycosylation" "1014" "YGL225W" "S000003193" "ORF"
"EUG1" "OTHER" "1" "EUG1" "S. cerevisiae" "ER protein Unnecessary for Growth" "1554" "YDR518W" "S000002926" "ORF"
"TEM1" "OTHER" "1" "TEM1" "S. cerevisiae" "TErmination of M phase" "738" "YML064C" "S000004529" "ORF"
"BIG1" "OTHER" "1" "BIG1" "S. cerevisiae" "Bad In Glucose" "1095" "YHR101C" "S000001143" "ORF"
"BSD2" "OTHER" "1" "BSD2" "S. cerevisiae" "Bypass Sod1p Defects" "966" "YBR290W" "S000000494" "ORF"
"IZH4" "OTHER" "1" "IZH4" "S. cerevisiae" "Implicated in Zinc Homeostasis" "939" "YOL101C" "S000005461" "ORF"
"ERO1" "OTHER" "1" "ERO1" "S. cerevisiae" "ER Oxidation or Endoplasmic Reticulum Oxidoreductin" "1692" "YML130C" "S000004599" "ORF"
"SAM3" "OTHER" "1" "SAM3" "S. cerevisiae" "S-AdenosylMethionine metabolism" "1764" "YPL274W" "S000006195" "ORF"
"PCT1" "OTHER" "1" "PCT1" "S. cerevisiae" "Phosphocholine CytidylylTransferase" "1275" "YGR202C" "S000003434" "ORF"
"GIP3" "OTHER" "1" "GIP3" "S. cerevisiae" "Glc7 Interacting Protein" "3831" "YPL137C" "S000006058" "ORF"
"ERP4" "OTHER" "1" "ERP4" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "624" "YOR016C" "S000005542" "ORF"
"ERD2" "OTHER" "1" "ERD2" "S. cerevisiae" "Endoplasmic reticulum Retention Defective" "757" "YBL040C" "S000000136" "ORF"
"GET2" "OTHER" "1" "GET2" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "858" "YER083C" "S000000885" "ORF"
"AYR1" "OTHER" "1" "AYR1" "S. cerevisiae" "1-AcyldihYdroxyacetone-phosphate Reductase" "894" "YIL124W" "S000001386" "ORF"
"ROT1" "OTHER" "1" "ROT1" "S. cerevisiae" "Reversal Of Tor2 lethality" "771" "YMR200W" "S000004813" "ORF"
"HOR7" "OTHER" "1" "HOR7" "S. cerevisiae" "HyperOsmolarity-Responsive" "180" "YMR251W-A" "S000004864" "ORF"
"IPK1" "OTHER" "1" "IPK1" "S. cerevisiae" "Inositol Polyphosphate Kinase" "846" "YDR315C" "S000002723" "ORF"
"SEC65" "OTHER" "1" "SEC65" "S. cerevisiae" "SECretory" "822" "YML105C" "S000004573" "ORF"
"ILM1" "OTHER" "1" "ILM1" "S. cerevisiae" "Increased Loss of Mitochondrial DNA" "612" "YJR118C" "S000003879" "ORF"
"TOH1" "OTHER" "1" "TOH1" "S. cerevisiae" "TOS One Homolog" "1191" "YJL171C" "S000003707" "ORF"
"CTF4" "OTHER" "1" "CTF4" "S. cerevisiae" "Chromosome Transmission Fidelity" "2784" "YPR135W" "S000006339" "ORF"
"DER1" "OTHER" "1" "DER1" "S. cerevisiae" "Degradation in the Endoplasmic Reticulum" "636" "YBR201W" "S000000405" "ORF"
"ERG9" "OTHER" "1" "ERG9" "S. cerevisiae" "ERGosterol biosynthesis" "1335" "YHR190W" "S000001233" "ORF"
"ERG4" "OTHER" "1" "ERG4" "S. cerevisiae" "ERGosterol biosynthesis" "1422" "YGL012W" "S000002980" "ORF"
"PKC1" "OTHER" "1" "PKC1" "S. cerevisiae" "Protein Kinase C" "3456" "YBL105C" "S000000201" "ORF"
"KRE5" "OTHER" "1" "KRE5" "S. cerevisiae" "Killer toxin REsistant" "4098" "YOR336W" "S000005863" "ORF"
"SEC72" "OTHER" "1" "SEC72" "S. cerevisiae" "SECretory" "582" "YLR292C" "S000004283" "ORF"
"APL6" "OTHER" "1" "APL6" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2430" "YGR261C" "S000003493" "ORF"
"OST6" "OTHER" "1" "OST6" "S. cerevisiae" "OligoSaccharylTransferase" "999" "YML019W" "S000004481" "ORF"
"OPT1" "OTHER" "1" "OPT1" "S. cerevisiae" "OligoPeptide Transporter" "2400" "YJL212C" "S000003748" "ORF"
"NVJ2" "OTHER" "1" "NVJ2" "S. cerevisiae" "Nucleus-Vacuole Junction" "2313" "YPR091C" "S000006295" "ORF"
"PPN1" "OTHER" "1" "PPN1" "S. cerevisiae" "" "2025" "YDR452W" "S000002860" "ORF"
"ERG25" "OTHER" "1" "ERG25" "S. cerevisiae" "ERGosterol biosynthesis" "930" "YGR060W" "S000003292" "ORF"
"EMC2" "OTHER" "1" "EMC2" "S. cerevisiae" "ER Membrane protein Complex" "879" "YJR088C" "S000003848" "ORF"
"ZRG17" "OTHER" "1" "ZRG17" "S. cerevisiae" "Zinc Regulated Gene" "1818" "YNR039C" "S000005322" "ORF"
"TGL1" "OTHER" "1" "TGL1" "S. cerevisiae" "TriGlyceride Lipase" "1647" "YKL140W" "S000001623" "ORF"
"PMT2" "OTHER" "1" "PMT2" "S. cerevisiae" "Protein O-MannosylTransferase" "2280" "YAL023C" "S000000021" "ORF"
"GDA1" "OTHER" "1" "GDA1" "S. cerevisiae" "Guanosine DiphosphatAse" "1557" "YEL042W" "S000000768" "ORF"
"YMR253C" "OTHER" "1" "" "S. cerevisiae" "" "1245" "YMR253C" "S000004866" "ORF"
"SYS1" "OTHER" "1" "SYS1" "S. cerevisiae" "Suppressor of Ypt Six" "612" "YJL004C" "S000003541" "ORF"
"RPN2" "OTHER" "1" "RPN2" "S. cerevisiae" "Regulatory Particle Non-ATPase" "2838" "YIL075C" "S000001337" "ORF"
"AVT2" "OTHER" "1" "AVT2" "S. cerevisiae" "Amino acid Vacuolar Transport" "1443" "YEL064C" "S000000790" "ORF"
"YPR071W" "OTHER" "1" "" "S. cerevisiae" "" "636" "YPR071W" "S000006275" "ORF"
